date,min,max,pm25,q1,q3,stdev,count
2020-10-27T00:00:00.000Z,1.33,32.35,3.78,2.67,6.53,7.736,448
2020-10-28T00:00:00.000Z,1.98,8.07,4.22,3.41,5.35,1.292,465
2020-10-29T00:00:00.000Z,2.85,11.27,5.18,4.28,6.31,1.524,457
2020-10-30T00:00:00.000Z,2.8,27.75,7.8,5.55,10.13,3.969,474
2020-10-31T00:00:00.000Z,1.6,13.45,5.17,4.07,7.78,2.608,482
2020-11-01T00:00:00.000Z,1.48,19.98,8.74,3.81,13.27,5.062,484
2020-11-02T00:00:00.000Z,0.38,19.38,4.59,2,7.05,3.937,447
2020-11-03T00:00:00.000Z,0.63,5.45,1.52,1.27,1.92,0.619,455
2020-11-04T00:00:00.000Z,1.05,5.18,2.54,2.02,3.08,0.731,350
2020-11-05T00:00:00.000Z,0.56,3.58,1.38,1.1,1.7,0.536,288
2020-11-06T00:00:00.000Z,0.32,2.92,1.05,0.77,1.35,0.429,318
2020-11-07T00:00:00.000Z,0.8,6,2.5,1.7,3.38,1.181,248
2020-11-09T00:00:00.000Z,1.1,6.55,3.7,3.03,4.87,1.287,124
2020-11-10T00:00:00.000Z,2.1,12.7,3.85,3.29,4.51,1.189,333
2020-11-11T00:00:00.000Z,2.29,15.27,6.29,3.85,12.13,3.964,340
2020-11-12T00:00:00.000Z,10.52,31.17,18.73,13.55,23.22,5.044,292
2020-11-13T00:00:00.000Z,4.95,24.02,10.98,8.97,14.23,3.663,312
2020-11-14T00:00:00.000Z,2.9,14.02,6.4,4.8,8.3,2.684,338
2020-11-15T00:00:00.000Z,6.35,43.4,12.43,9.43,21.93,8.752,293
2020-11-16T00:00:00.000Z,3.42,41.67,15.5,9.88,25.35,10.375,283
2020-11-17T00:00:00.000Z,0.4,10.65,2.24,1.65,3.2,1.262,314
2020-11-18T00:00:00.000Z,0.3,4.4,1.25,0.63,2.2,0.996,367
2020-11-19T00:00:00.000Z,0.32,7.53,1.58,0.8,3.09,1.355,372
2020-11-20T00:00:00.000Z,0.32,3.85,0.95,0.77,1.23,0.412,372
2020-11-21T00:00:00.000Z,0.7,3.92,1.35,1.05,1.7,0.5,314
2020-11-22T00:00:00.000Z,0.5,4.68,2.15,1.6,2.7,0.847,305
2020-11-23T00:00:00.000Z,0.4,2.04,0.8,0.7,0.9,0.216,273
2020-11-24T00:00:00.000Z,0.6,6.25,1.92,1.15,3.01,1.309,289
2020-11-25T00:00:00.000Z,0.6,7.95,4.05,3.08,4.65,1.554,298
2020-11-26T00:00:00.000Z,0.95,13.52,3.9,1.6,8,3.483,290
2020-11-27T00:00:00.000Z,0.65,14.45,1.4,1.02,1.8,1.428,278
2020-11-28T00:00:00.000Z,1.4,6.35,2.71,2.02,3.76,1.012,280
2020-11-29T00:00:00.000Z,2.17,18.05,4.96,4.05,5.97,1.536,290
2020-11-30T00:00:00.000Z,1.2,13.82,5.32,3.17,7.55,2.974,259
2020-12-01T00:00:00.000Z,2.7,8.48,4.09,3.55,6.03,1.56,227
2020-12-02T00:00:00.000Z,0.82,14.73,7.88,4.75,9.6,3.517,235
2020-12-03T00:00:00.000Z,6.28,19.23,9.69,7.8,11.17,2.452,236
2020-12-04T00:00:00.000Z,1.08,15.8,4.97,3.1,9.13,3.707,268
2020-12-05T00:00:00.000Z,8.68,28.63,20.58,18.89,22.04,3.613,253
2020-12-06T00:00:00.000Z,9.07,33.03,21.44,14.89,25.52,5.962,344
2020-12-07T00:00:00.000Z,4.05,20.65,6.77,5.65,10.23,3.989,294
2020-12-08T00:00:00.000Z,5,13.07,7.78,6.8,9.55,1.926,284
2020-12-09T00:00:00.000Z,3.97,14.98,8.47,5.59,10.56,2.841,256
2020-12-10T00:00:00.000Z,5.93,16.1,11.32,8.16,12.76,2.498,264
2020-12-11T00:00:00.000Z,1.75,21.9,9.31,8.15,12.92,4.067,308
2020-12-12T00:00:00.000Z,6.25,31.35,11.95,9.85,14.77,3.391,317
2020-12-13T00:00:00.000Z,2.04,24.4,8.11,5.37,19.3,6.954,304
2020-12-14T00:00:00.000Z,3.17,11.13,6.05,5.53,6.75,1.344,288
2020-12-15T00:00:00.000Z,4.32,16.52,10.5,8.63,12.4,2.578,306
2020-12-16T00:00:00.000Z,0.8,12.7,1.72,1.33,3.1,2.805,302
2020-12-17T00:00:00.000Z,2.22,7.47,3.83,3.2,4.53,1.098,282
2020-12-18T00:00:00.000Z,0.3,6.57,2.4,0.8,3.6,1.573,306
2020-12-19T00:00:00.000Z,4.43,12.32,7.95,6.35,9.32,1.929,287
2020-12-20T00:00:00.000Z,2.97,26.92,12.4,9.02,15.68,6.032,304
2020-12-21T00:00:00.000Z,2.35,6.72,3.8,3.35,4.3,0.651,294
2020-12-22T00:00:00.000Z,0.93,10.88,4,3.4,5.22,1.96,283
2020-12-23T00:00:00.000Z,0.5,20.2,1.39,1.1,1.7,1.46,302
2020-12-24T00:00:00.000Z,0.6,9.02,1.27,1.02,1.74,0.95,277
2020-12-25T00:00:00.000Z,0.5,2.6,1.2,0.88,1.67,0.492,308
2020-12-26T00:00:00.000Z,1.27,29.67,2.42,1.92,4.03,3.74,294
2020-12-27T00:00:00.000Z,1.1,31.55,5.07,2.33,6.68,2.842,302
2020-12-28T00:00:00.000Z,1.9,15.02,7.37,5.74,8.64,2.32,296
2020-12-29T00:00:00.000Z,1.4,12.93,5.18,3.5,8.69,2.96,289
2020-12-30T00:00:00.000Z,0.5,14.57,2.68,1.2,5.68,3.251,290
2020-12-31T00:00:00.000Z,1.45,172.68,3.78,2.54,6.78,19.883,309
2021-01-01T00:00:00.000Z,2.29,95.22,5.59,4.5,8.15,20.853,294
2021-01-02T00:00:00.000Z,1.4,25.27,4,3.1,7.5,3.627,263
2021-01-03T00:00:00.000Z,0.52,78.09,1.77,1.3,2.1,5.074,257
2021-01-04T00:00:00.000Z,1.23,101.35,4.28,2.17,5.18,9.793,247
2021-01-05T00:00:00.000Z,1.2,5.18,2.8,2.2,3.3,0.743,259
2021-01-06T00:00:00.000Z,1.02,5.13,3.45,2.89,3.9,0.801,237
2021-01-07T00:00:00.000Z,1.9,25.25,4.05,3.51,5.09,3.095,260
2021-01-08T00:00:00.000Z,2.95,11.4,5.09,4.13,8.27,2.471,290
2021-01-09T00:00:00.000Z,4.59,24.27,8.38,7.07,10.18,3.838,282
2021-01-10T00:00:00.000Z,1.1,6.43,2.5,2,3.45,1.049,281
2021-01-11T00:00:00.000Z,0.5,17.27,2,1.17,3.03,2.154,259
2021-01-12T00:00:00.000Z,0.4,10.65,1.08,0.8,1.7,1.278,273
2021-01-13T00:00:00.000Z,0.6,13.57,5.38,1.77,6.88,2.706,259
2021-01-14T00:00:00.000Z,1.88,28.83,5.63,3.15,7.13,2.967,257
2021-01-15T00:00:00.000Z,1.63,7.32,2.65,2.29,3.1,0.739,280
2021-01-16T00:00:00.000Z,1.3,58.92,2.41,2.08,3.17,5.026,264
2021-01-17T00:00:00.000Z,1.4,6.88,2.92,2.4,3.45,0.844,238
2021-01-18T00:00:00.000Z,1.92,6.32,3.95,3,4.65,1.014,234
2021-01-19T00:00:00.000Z,3.97,14.93,9.02,7.38,11.75,2.723,213
2021-01-20T00:00:00.000Z,5.7,34.42,15.85,8.91,23.03,7.609,265
2021-01-21T00:00:00.000Z,1.8,31.1,6.3,3.76,10.3,4.558,241
2021-01-22T00:00:00.000Z,0.38,13.23,2.27,1.92,3.25,2.402,261
2021-01-23T00:00:00.000Z,0.6,7.13,2.58,1.53,3.75,1.447,261
2021-01-24T00:00:00.000Z,2.42,28.9,4.97,4.2,6.31,3.301,280
2021-01-25T00:00:00.000Z,0.68,3.9,1.7,1.35,2.06,0.537,241
2021-01-26T00:00:00.000Z,0.63,4.57,1.4,1.02,1.77,0.52,262
2021-01-27T00:00:00.000Z,1.17,7.93,2.1,1.7,3.68,1.44,228
2021-01-28T00:00:00.000Z,1.92,7.22,3.75,3.17,4.28,0.944,279
2021-01-29T00:00:00.000Z,2.7,10.38,4.32,3.86,4.82,1.006,216
2021-01-30T00:00:00.000Z,1.3,8.88,2.72,2.2,3.6,1.265,250
2021-01-31T00:00:00.000Z,1.2,18.5,2.06,1.7,3.2,1.894,266
2021-02-01T00:00:00.000Z,1.08,22.33,5.25,2.61,9.28,3.677,212
2021-02-02T00:00:00.000Z,0.9,11.32,4.38,2.78,7.82,2.831,238
2021-02-03T00:00:00.000Z,2.88,6.22,4.26,3.97,4.63,0.588,142
2021-02-04T00:00:00.000Z,1.48,6.68,2.5,2.19,3.12,0.842,264
2021-02-05T00:00:00.000Z,1.67,22.85,4.13,3.35,5.3,3.388,239
2021-02-06T00:00:00.000Z,1,8.6,2.4,1.95,2.92,1.022,238
2021-02-07T00:00:00.000Z,1,10.23,2,1.58,2.63,1.093,237
2021-02-08T00:00:00.000Z,0.9,7.05,1.85,1.59,2.2,1.179,257
2021-02-09T00:00:00.000Z,0.75,4.65,1.7,1.38,2.2,0.799,243
2021-02-10T00:00:00.000Z,1.3,74.03,2.54,2.13,3.53,5.92,243
2021-02-11T00:00:00.000Z,0.98,10.93,1.69,1.4,2.57,1.531,228
2021-02-12T00:00:00.000Z,0.93,5.55,1.7,1.45,2.13,0.717,261
2021-02-13T00:00:00.000Z,0.7,4.93,1.25,1.1,1.52,0.426,252
2021-02-14T00:00:00.000Z,0.6,8.9,1.2,1,1.95,1.014,235
2021-02-15T00:00:00.000Z,1.02,6.5,2.29,2,2.65,0.731,246
2021-02-16T00:00:00.000Z,1.1,38.5,2.92,1.9,3.9,2.806,235
2021-02-17T00:00:00.000Z,0.93,5.72,1.7,1.42,2.08,0.657,232
2021-02-18T00:00:00.000Z,1.02,13.55,2.42,1.7,3.54,2.578,268
2021-02-19T00:00:00.000Z,9.69,51.7,20.54,16.93,38.13,10.924,228
2021-02-20T00:00:00.000Z,3.72,19.07,5.28,4.65,7.9,4.027,251
2021-02-21T00:00:00.000Z,4.2,48.97,8.81,5.57,10.98,4.401,254
2021-02-22T00:00:00.000Z,5.07,23.5,8.9,7.32,11.32,3.538,218
2021-02-23T00:00:00.000Z,6.8,32.78,13.27,9.35,25.27,8.048,231
2021-02-24T00:00:00.000Z,2.47,25.27,8.99,6.43,18.89,6.816,238
2021-02-25T00:00:00.000Z,1.27,9.4,3.53,2.97,4.95,1.681,235
2021-02-26T00:00:00.000Z,0.3,5.07,1.2,0.6,2.58,1.19,227
2021-02-27T00:00:00.000Z,0.3,4.4,0.92,0.6,1.4,0.687,260
2021-02-28T00:00:00.000Z,0.7,20.63,1.55,1.21,2.74,1.551,265
2021-03-01T00:00:00.000Z,0.8,3.92,1.8,1.49,2.19,0.527,236
2021-03-02T00:00:00.000Z,0.5,26.2,1.21,0.98,3.67,3.705,250
2021-03-03T00:00:00.000Z,1.14,13.15,2.29,1.98,3.1,1.165,226
2021-03-04T00:00:00.000Z,0.6,8.48,1.1,0.9,1.66,0.856,233
2021-03-05T00:00:00.000Z,0.4,6.7,1.12,0.9,1.73,1.201,250
2021-03-06T00:00:00.000Z,0.4,106.47,0.8,0.7,1,8.39,239
2021-03-07T00:00:00.000Z,0.5,1.85,0.9,0.77,1.05,0.219,270
2021-03-08T00:00:00.000Z,0.75,4.5,1.2,1,1.4,0.558,248
2021-03-09T00:00:00.000Z,0.75,15.6,1.5,1.17,3.22,2.194,247
2021-03-10T00:00:00.000Z,1.88,6.5,3.85,3.19,4.44,0.792,236
2021-03-11T00:00:00.000Z,1.8,40.79,10.19,2.6,22.42,11.003,237
2021-03-12T00:00:00.000Z,0.6,27.25,3.1,1.5,15.75,8.486,247
2021-03-13T00:00:00.000Z,1.63,7.45,3.03,2.42,4.09,1.137,249
2021-03-14T00:00:00.000Z,1.5,16.64,3.65,2.49,6.64,2.685,245
2021-03-15T00:00:00.000Z,0.85,22.1,2.42,1.9,3.09,2.654,217
2021-03-16T00:00:00.000Z,0.6,14,2.92,1.75,9.32,4.018,228
2021-03-17T00:00:00.000Z,1.3,8.15,2.27,1.97,3.19,1.174,252
2021-03-18T00:00:00.000Z,0.5,4.25,1.4,1.08,1.83,0.737,239
2021-03-19T00:00:00.000Z,0.7,5.85,1.35,1.14,1.73,0.762,223
2021-03-20T00:00:00.000Z,0.75,4.59,1.6,1.3,2.49,0.749,224
2021-03-21T00:00:00.000Z,0.35,3.72,0.8,0.7,1.02,0.476,207
2021-03-22T00:00:00.000Z,0.3,2.8,0.7,0.56,0.88,0.354,235
2021-03-23T00:00:00.000Z,0.32,3.42,1.14,0.88,1.3,0.438,298
2021-03-24T00:00:00.000Z,1.92,9.27,4.43,3.83,5.22,1.236,183
2021-03-25T00:00:00.000Z,1.75,10.8,3.65,2.89,7.42,2.5,60
2021-03-26T00:00:00.000Z,6.7,27.33,20.25,14.48,24.33,5.901,57
2021-03-27T00:00:00.000Z,1.85,57.25,29.27,19.07,44.72,15.152,155
2021-03-28T00:00:00.000Z,0.5,30.42,2.52,1.6,3.76,7.222,109
2021-03-29T00:00:00.000Z,0.4,9.4,1.23,0.8,3.93,2.313,184
2021-03-30T00:00:00.000Z,0.82,5.07,2.12,1.5,2.63,0.773,218
2021-03-31T00:00:00.000Z,0.52,11.43,1.82,1.34,3.49,1.772,196
2021-04-01T00:00:00.000Z,0.3,6.88,0.8,0.5,1,0.737,178
2021-04-02T00:00:00.000Z,0.5,2.95,0.9,0.77,1.07,0.348,201
2021-04-03T00:00:00.000Z,0.5,2.95,1,0.8,1.14,0.323,209
2021-04-04T00:00:00.000Z,0.77,5.38,1.7,1.3,2.95,0.988,194
2021-04-05T00:00:00.000Z,0.52,3.8,0.95,0.8,1.2,0.571,135
2021-04-06T00:00:00.000Z,0.4,1.55,0.6,0.56,0.7,0.17,233
2021-04-07T00:00:00.000Z,0.5,2.97,1.1,0.7,1.63,0.548,161
2021-04-08T00:00:00.000Z,0.4,2.6,1.17,0.93,1.52,0.446,189
2021-04-09T00:00:00.000Z,0.6,3.55,1.48,1.19,1.77,0.5,189
2021-04-10T00:00:00.000Z,0.3,3.83,1.08,0.8,1.34,0.509,161
2021-04-11T00:00:00.000Z,0.8,3.72,1.3,1.1,1.83,0.577,99
2021-04-12T00:00:00.000Z,0.5,9.02,1.7,0.9,3.42,1.931,87
2021-04-13T00:00:00.000Z,0.52,2.35,1.12,0.92,1.4,0.356,117
2021-04-14T00:00:00.000Z,0.4,3.15,1.02,0.7,1.35,0.529,128
2021-04-15T00:00:00.000Z,0.5,4.05,1.47,1,2.02,0.748,106
2021-04-16T00:00:00.000Z,0.68,2.97,1.48,1.14,1.91,0.482,129
2021-04-17T00:00:00.000Z,0.7,2.83,1.33,1.1,1.83,0.469,147
2021-04-18T00:00:00.000Z,0.98,45.92,1.77,1.5,2.1,5.135,135
2021-04-19T00:00:00.000Z,1.23,3.88,2.25,2.09,2.5,0.468,129
2021-04-20T00:00:00.000Z,0.9,4.63,1.52,1.3,1.95,0.587,122
2021-04-21T00:00:00.000Z,1.05,5.07,1.8,1.47,2.49,0.901,116
2021-04-22T00:00:00.000Z,0.3,4.97,0.88,0.5,1.43,0.958,120
2021-04-23T00:00:00.000Z,0.47,2.13,0.75,0.62,0.9,0.254,109
2021-04-24T00:00:00.000Z,0.38,2.33,0.79,0.62,1,0.415,128
2021-04-25T00:00:00.000Z,0.5,2.88,0.8,0.7,0.98,0.312,163
2021-04-26T00:00:00.000Z,0.56,2.52,1.14,0.93,1.35,0.315,134
2021-04-27T00:00:00.000Z,0.6,16.64,1.2,1,1.44,1.777,129
2021-04-28T00:00:00.000Z,0.6,3.6,1.4,0.93,1.83,0.543,127
2021-04-29T00:00:00.000Z,0.93,5.78,1.5,1.2,3.05,1.277,118
2021-04-30T00:00:00.000Z,0.5,14.93,1.55,0.98,2.1,1.493,103
2021-05-01T00:00:00.000Z,0.7,15.95,1.54,1.14,2.37,1.837,136
2021-05-02T00:00:00.000Z,0.7,3.45,1.3,1.1,1.59,0.484,137
2021-05-03T00:00:00.000Z,0.82,2.65,1.42,1.2,1.9,0.437,125
2021-05-04T00:00:00.000Z,1.12,8.32,2.41,1.73,5.85,2.111,118
2021-05-05T00:00:00.000Z,0.5,8.52,1.14,0.9,1.92,1.702,119
2021-05-06T00:00:00.000Z,0.6,7,1.6,1.17,2.6,1.218,110
2021-05-07T00:00:00.000Z,0.8,4.34,2.42,2,3.13,0.9,123
2021-05-08T00:00:00.000Z,1.3,4.2,2.6,2.15,3.22,0.702,127
2021-05-09T00:00:00.000Z,1.33,76.8,3.4,2.65,11.98,10.076,139
2021-05-10T00:00:00.000Z,3.5,16.25,5.24,4.34,12.32,4.172,132
2021-05-11T00:00:00.000Z,1.6,7.85,4.8,3.2,5.85,1.52,124
2021-05-12T00:00:00.000Z,2.08,6.93,3.03,2.7,3.85,0.991,115
2021-05-13T00:00:00.000Z,4.68,390.52,8.32,6.03,11.38,32.601,145
2021-05-14T00:00:00.000Z,2.13,15.1,6.9,2.97,11.75,4.166,131
2021-05-15T00:00:00.000Z,0.55,29.9,4.5,2.58,10.38,4.496,139
2021-05-16T00:00:00.000Z,1.1,10,2.29,1.92,7.6,3.006,146
2021-05-17T00:00:00.000Z,0.4,9.88,2.6,1.95,5.68,2.169,131
2021-05-18T00:00:00.000Z,0.8,10.77,1.95,1.51,7.56,3.3,112
2021-05-19T00:00:00.000Z,0.68,3.05,1.6,1.02,2.04,0.524,147
2021-05-20T00:00:00.000Z,0.98,4.88,2.88,1.8,3.58,0.991,150
2021-05-21T00:00:00.000Z,0.6,4.25,1.85,1.26,2.7,0.817,141
2021-05-22T00:00:00.000Z,0.5,3.9,1.92,1.4,2.69,0.849,121
2021-05-23T00:00:00.000Z,0.7,60.05,2.83,1.33,4.88,4.974,161
2021-05-24T00:00:00.000Z,1.1,5.18,3.13,2.25,3.67,0.913,146
2021-05-25T00:00:00.000Z,0.85,6.35,3.55,2.02,4.55,1.435,161
2021-05-26T00:00:00.000Z,0.5,5.82,1.33,0.88,1.7,0.918,162
2021-05-27T00:00:00.000Z,0.3,3.08,0.72,0.56,0.9,0.321,150
2021-05-28T00:00:00.000Z,0.88,8.07,4.82,2.94,5.5,1.836,156
2021-05-29T00:00:00.000Z,1.45,7.03,2.29,2,2.86,0.897,132
2021-05-30T00:00:00.000Z,1.52,6.53,2.52,2.2,3.47,0.88,163
2021-05-31T00:00:00.000Z,0.6,5.03,2.14,1.48,2.99,1.172,132
2021-06-01T00:00:00.000Z,0.95,3.55,1.9,1.57,2.24,0.515,169
2021-06-02T00:00:00.000Z,1.33,4.22,2.6,2,3.18,0.707,137
2021-06-03T00:00:00.000Z,2,6.45,3.21,2.6,4.19,1.032,140
2021-06-04T00:00:00.000Z,1.8,6.2,3.15,2.65,4.09,0.976,155
2021-06-05T00:00:00.000Z,2.9,638.72,4.18,3.83,4.59,50.802,155
2021-06-06T00:00:00.000Z,2.17,40.75,3.28,2.85,5.97,4.155,187
2021-06-07T00:00:00.000Z,3.85,9.44,5.72,4.95,6.29,1.161,317
2021-06-08T00:00:00.000Z,4.34,14.93,7,6.07,8.65,2.614,235
2021-06-09T00:00:00.000Z,3.88,14.13,10.35,6.13,11.92,2.87,257
2021-06-10T00:00:00.000Z,1.35,24.75,2.83,2.22,3.82,2.506,177
2021-06-11T00:00:00.000Z,1.88,6.05,3.42,2.6,4.2,0.959,175
2021-06-12T00:00:00.000Z,0.85,7.15,2.27,1.38,4.08,1.79,161
2021-06-13T00:00:00.000Z,0.5,168.6,1.33,0.9,1.75,16.015,159
2021-06-14T00:00:00.000Z,1,6.97,2.2,1.73,3.43,1.183,193
2021-06-15T00:00:00.000Z,0.38,3.05,0.9,0.6,1.49,0.573,189
2021-06-16T00:00:00.000Z,0.93,405.08,1.85,1.5,2.5,44.431,171
2021-06-17T00:00:00.000Z,1.05,5.43,2.7,2.25,3.6,0.918,232
2021-06-18T00:00:00.000Z,2.5,15.68,8.4,3.8,9.6,3.055,244
2021-06-19T00:00:00.000Z,0.7,16.6,5.75,2.9,10.23,4.183,274
2021-06-20T00:00:00.000Z,4.32,20.65,8.94,7.75,16.8,4.595,303
2021-06-21T00:00:00.000Z,3.5,17.82,7.4,4.57,12.88,4.212,261
2021-06-22T00:00:00.000Z,2.65,58.97,7.57,6.53,11.63,5.109,225
2021-06-23T00:00:00.000Z,1.8,4.97,3.4,2.96,3.83,0.634,281
2021-06-24T00:00:00.000Z,3.6,13.65,5.65,4.63,7.15,2.408,259
2021-06-25T00:00:00.000Z,1.7,131.05,7.32,4.07,14.54,11.93,285
2021-06-26T00:00:00.000Z,1.23,97.18,3.34,2.54,4.99,5.65,304
2021-06-27T00:00:00.000Z,1.75,7.5,4.75,3.85,5.5,1.111,299
2021-06-28T00:00:00.000Z,3.28,11.23,6.12,4.37,6.99,1.474,280
2021-06-29T00:00:00.000Z,2.02,9.94,4.34,3.4,5.71,1.819,309
2021-06-30T00:00:00.000Z,1.08,11.38,5.35,3.53,7.3,2.592,287
2021-07-01T00:00:00.000Z,1.12,466.95,2.2,1.73,2.85,35.751,253
2021-07-02T00:00:00.000Z,1.38,5.8,3.47,2.69,4.3,1.117,249
2021-07-03T00:00:00.000Z,1.9,11.98,4.29,3.63,4.8,1.224,324
2021-07-04T00:00:00.000Z,2.25,610.08,3.85,3.1,5.85,34.816,323
2021-07-05T00:00:00.000Z,2.27,6.55,4.05,3.64,4.67,0.874,256
2021-07-06T00:00:00.000Z,2.35,999.9,4.92,4.03,6.47,59.788,298
2021-07-07T00:00:00.000Z,4.07,16.42,8.57,5.57,11.75,3.553,267
2021-07-08T00:00:00.000Z,1.3,7.47,2.47,2,5.32,1.782,285
2021-07-09T00:00:00.000Z,0.82,8.65,2.85,1.99,3.69,1.325,329
2021-07-10T00:00:00.000Z,1.2,19.39,6.03,4.8,7.55,3.315,319
2021-07-11T00:00:00.000Z,0.4,7.72,2.6,1.95,3.55,1.304,352
2021-07-12T00:00:00.000Z,2.2,380.77,3.67,3,5.07,31.651,258
2021-07-13T00:00:00.000Z,2.4,11.27,4.8,3.32,6.44,2.225,237
2021-07-14T00:00:00.000Z,3.92,19.52,7.18,5.34,9.31,3.498,256
2021-07-15T00:00:00.000Z,6.32,42.78,11.23,8.93,16.94,4.882,301
2021-07-16T00:00:00.000Z,1.33,38.29,2.8,2.04,7.13,4.91,268
2021-07-17T00:00:00.000Z,4.82,16.05,7.68,6.22,9.31,2.994,321
2021-07-18T00:00:00.000Z,1,15.07,2.83,2,7,3.327,273
2021-07-19T00:00:00.000Z,0.38,3.63,1,0.7,1.3,0.553,248
2021-07-20T00:00:00.000Z,1,28.67,2.04,1.5,3.05,1.84,258
2021-07-21T00:00:00.000Z,0.2,85.75,0.52,0.4,0.88,6.955,287
2021-07-22T00:00:00.000Z,1,31,2.5,2.04,3.3,2.946,245
2021-07-23T00:00:00.000Z,0.7,5.65,1.58,1.23,2.22,0.854,291
2021-07-24T00:00:00.000Z,1.23,6.97,3.05,2.54,4,1.069,283
2021-07-25T00:00:00.000Z,1.5,8.38,2.88,2.29,3.53,0.883,315
2021-07-26T00:00:00.000Z,2,8.1,3.9,3.13,5.22,1.373,327
2021-07-27T00:00:00.000Z,3.4,58.35,8.8,5.55,10.62,3.981,337
2021-07-28T00:00:00.000Z,3.95,17.52,12.55,8.98,13.93,2.922,345
2021-07-29T00:00:00.000Z,0.7,8.63,3.25,1.52,5.7,2.246,303
2021-07-30T00:00:00.000Z,0.47,59.08,1.14,0.9,1.42,3.721,244
2021-07-31T00:00:00.000Z,2.02,6.68,4.47,3.64,4.97,0.944,265
2021-08-01T00:00:00.000Z,1.35,4.97,2.27,1.79,3.59,0.996,244
2021-08-02T00:00:00.000Z,0.35,3.13,1.34,0.7,1.77,0.666,242
2021-08-03T00:00:00.000Z,0.2,3.22,0.52,0.45,0.73,0.357,255
2021-08-04T00:00:00.000Z,0.4,5.53,1.1,0.7,1.5,0.589,222
2021-08-05T00:00:00.000Z,0.43,3.28,1.17,0.9,1.45,0.412,255
2021-08-06T00:00:00.000Z,0.6,3.83,1.38,1,1.77,0.489,324
2021-08-07T00:00:00.000Z,0.6,5.2,2.29,2,2.67,0.741,318
2021-08-08T00:00:00.000Z,1.3,9.52,2.6,2.1,3.8,1.459,291
2021-08-09T00:00:00.000Z,1.4,7.8,3.01,2.47,4.43,1.225,226
2021-08-10T00:00:00.000Z,1.2,6.63,3.72,3,4.23,0.976,292
2021-08-11T00:00:00.000Z,2.2,6,3.5,3.15,3.95,0.674,234
2021-08-12T00:00:00.000Z,2.4,552.03,3.38,3.05,3.97,32.326,287
2021-08-13T00:00:00.000Z,2.72,10.15,5.25,4.28,6.32,1.437,527
2021-08-14T00:00:00.000Z,1,10.23,2.5,1.85,3.67,1.566,444
2021-08-15T00:00:00.000Z,0.17,4.82,1.42,0.82,2.29,0.916,464
2021-08-16T00:00:00.000Z,1.5,11.85,2.88,2.4,3.65,1.606,520
2021-08-17T00:00:00.000Z,0.8,11.65,2.7,1.88,5.88,2.391,547
2021-08-18T00:00:00.000Z,0.5,11.55,1.75,1.48,2.45,2.26,449
2021-08-19T00:00:00.000Z,0.3,66.78,0.64,0.5,0.88,3.493,544
2021-08-20T00:00:00.000Z,0.28,3.55,0.9,0.6,1.42,0.527,513
2021-08-21T00:00:00.000Z,0.3,2.35,0.7,0.5,0.98,0.386,546
2021-08-22T00:00:00.000Z,0.5,2.92,1,0.9,1.2,0.252,516
2021-08-23T00:00:00.000Z,0.65,3.28,1.67,1.2,2.17,0.605,551
2021-08-24T00:00:00.000Z,0.77,4.22,1.75,1.5,2.17,0.494,486
2021-08-25T00:00:00.000Z,0.17,6.32,0.6,0.3,2.85,1.561,529
2021-08-26T00:00:00.000Z,0.4,9.57,4.5,1.87,5.45,2.07,384
2021-08-27T00:00:00.000Z,2.4,9.32,4.75,3.47,6.18,1.557,415
2021-08-28T00:00:00.000Z,3.33,12.07,5.9,4.82,7.38,1.715,371
2021-08-29T00:00:00.000Z,3.95,8.43,6.03,5.63,6.43,0.743,397
2021-08-30T00:00:00.000Z,3.4,8.43,5,4.53,5.47,0.785,517
2021-08-31T00:00:00.000Z,1.1,9.19,2.45,1.99,4.26,2.118,533
2021-09-01T00:00:00.000Z,0.7,6.95,3.58,2.9,4.32,1.263,519
2021-09-02T00:00:00.000Z,0.6,9.98,2.83,1.25,5.25,2.621,526
2021-09-03T00:00:00.000Z,0.35,4.97,1.14,0.7,2.33,1.008,539
2021-09-04T00:00:00.000Z,0.38,4.05,0.82,0.68,1.1,0.406,547
2021-09-05T00:00:00.000Z,0.5,2.63,1.17,0.85,1.5,0.412,466
2021-09-06T00:00:00.000Z,1,3.28,1.9,1.6,2.25,0.437,480
2021-09-07T00:00:00.000Z,1.6,6.53,3.72,3.13,4.47,1.002,458
2021-09-08T00:00:00.000Z,1.42,8.32,2.97,2.29,5.8,1.828,581
2021-09-09T00:00:00.000Z,2.63,16.63,7.35,5.76,8.74,2.185,501
2021-09-10T00:00:00.000Z,4.65,17.5,7.88,6.7,10.23,2.621,565
2021-09-11T00:00:00.000Z,5.65,21.38,10.98,9,14.5,4.059,562
2021-09-12T00:00:00.000Z,0.4,29.45,5.94,2.67,9.74,7.146,560
2021-09-13T00:00:00.000Z,0.22,2.5,0.77,0.6,1.08,0.354,562
2021-09-14T00:00:00.000Z,0.5,4.84,1.2,1,1.58,0.731,581
2021-09-15T00:00:00.000Z,0.32,4.05,1.08,0.77,1.58,0.571,568
2021-09-16T00:00:00.000Z,0.6,4.97,1.8,1.35,2.52,0.727,562
2021-09-17T00:00:00.000Z,0.98,7.63,3.65,2.2,4.2,1.221,566
2021-09-18T00:00:00.000Z,0.8,4.95,2.08,1.3,2.87,0.869,569
2021-09-19T00:00:00.000Z,1.42,5.9,3.08,2.29,3.78,0.905,572
